,Area,Smart Phone,Multiple Devices,Wifi,Electricity Problem,Online/Offline
2907,Town,yes,yes,no,no,Online
2908,Town,no,no,yes,yes,Offline
2909,Town,no,yes,no,yes,Online
2910,Village,yes,yes,yes,yes,Offline
2911,Village,no,no,no,no,Online
2912,Town,no,yes,no,no,Online
2913,Town,no,no,no,yes,Offline
2914,Town,yes,yes,no,no,Offline
2915,Village,yes,yes,no,no,Online
2916,Village,yes,yes,yes,yes,Offline
2917,Village,yes,no,no,yes,Online
2918,Town,no,yes,no,no,Online
2919,Village,no,yes,yes,yes,Online
2920,Town,yes,yes,yes,no,Online
2921,Town,yes,no,yes,no,Offline
2922,Town,no,no,yes,yes,Online
2923,Village,yes,no,yes,no,Offline
2924,Town,no,yes,no,no,Online
2925,Village,no,no,yes,yes,Offline
2926,Village,yes,no,no,no,Offline
2927,Village,yes,no,yes,yes,Offline
2928,Town,yes,yes,no,yes,Offline
2929,Village,no,no,no,yes,Online
2930,Village,no,yes,no,no,Offline
2931,Village,no,no,yes,no,Online
2932,Village,no,yes,no,yes,Online
2933,Town,yes,no,no,yes,Online
2934,Village,yes,yes,yes,no,Online
2935,Village,no,yes,no,no,Offline
2936,Town,no,no,no,no,Offline
2937,Town,yes,no,no,no,Online
2938,Village,yes,no,no,no,Online
2939,Town,yes,no,no,no,Online
2940,Village,yes,no,yes,no,Online
2941,Town,no,yes,no,yes,Online
2942,Village,no,no,yes,no,Online
2943,Town,yes,no,no,yes,Offline
2944,Town,no,yes,yes,yes,Offline
2945,Town,no,no,yes,no,Offline
2946,Village,no,yes,no,no,Offline
2947,Village,no,no,yes,no,Online
2948,Village,yes,no,no,yes,Offline
2949,Village,yes,yes,yes,no,Offline
2950,Village,yes,no,yes,yes,Offline
2951,Village,yes,yes,yes,no,Online
2952,Town,yes,no,yes,no,Online
2953,Village,yes,no,yes,yes,Online
2954,Village,yes,yes,yes,no,Offline
2955,Village,no,yes,yes,yes,Online
2956,Town,no,no,no,yes,Online
2957,Village,yes,no,no,no,Offline
2958,Village,no,yes,no,yes,Online
2959,Town,yes,no,no,yes,Online
2960,Town,yes,yes,no,no,Offline
2961,Village,no,yes,yes,no,Offline
2962,Town,yes,yes,yes,no,Offline
2963,Town,no,yes,yes,no,Offline
2964,Town,no,yes,yes,yes,Offline
2965,Village,no,yes,no,yes,Online
2966,Village,no,no,no,no,Online
2967,Village,no,no,no,yes,Offline
2968,Town,yes,yes,yes,yes,Offline
2969,Town,no,no,yes,no,Online
2970,Village,no,no,no,yes,Offline
2971,Town,yes,no,no,no,Offline
2972,Village,yes,no,yes,no,Online
2973,Town,no,no,no,yes,Online
2974,Village,yes,yes,no,yes,Online
2975,Village,yes,yes,yes,yes,Offline
2976,Town,no,yes,no,no,Offline
2977,Village,yes,no,yes,yes,Offline
2978,Village,no,no,no,no,Offline
2979,Village,no,yes,no,no,Online
2980,Village,no,no,no,no,Online
2981,Town,yes,no,yes,no,Online
2982,Town,no,yes,no,no,Online
2983,Village,no,no,yes,yes,Online
2984,Town,no,yes,no,yes,Offline
2985,Village,yes,yes,no,yes,Offline
2986,Town,yes,no,yes,no,Offline
2987,Town,yes,no,no,yes,Offline
2988,Village,yes,no,yes,no,Online
2989,Village,yes,no,no,no,Offline
2990,Village,yes,no,yes,no,Offline
2991,Town,no,yes,yes,yes,Online
2992,Town,yes,yes,yes,yes,Online
2993,Town,yes,no,yes,no,Offline
2994,Town,yes,yes,yes,yes,Online
2995,Village,no,yes,no,no,Offline
2996,Village,yes,no,yes,no,Offline
2997,Town,yes,no,no,yes,Offline
2998,Village,no,yes,yes,yes,Online
2999,Town,no,no,yes,no,Online
3000,Town,no,yes,yes,no,Offline
3001,Town,yes,yes,yes,yes,Online
3002,Village,no,yes,no,no,Offline
3003,Town,no,no,no,no,Offline
3004,Town,yes,no,no,no,Online
3005,Village,no,no,no,yes,Offline
3006,Town,yes,no,no,no,Offline
3007,Town,no,no,yes,no,Online
3008,Town,no,yes,yes,yes,Offline
3009,Town,no,no,no,yes,Offline
3010,Town,yes,yes,no,yes,Offline
3011,Town,yes,yes,no,yes,Online
3012,Village,no,no,no,yes,Online
3013,Town,no,no,no,yes,Online
3014,Village,no,yes,yes,yes,Offline
3015,Village,no,yes,yes,yes,Offline
3016,Village,no,yes,yes,no,Offline
3017,Village,no,no,no,yes,Offline
3018,Town,no,no,yes,no,Offline
3019,Town,no,no,yes,yes,Online
3020,Town,yes,no,yes,no,Offline
3021,Village,yes,yes,no,no,Online
3022,Town,no,no,no,no,Online
3023,Town,yes,no,yes,yes,Online
3024,Town,no,no,yes,yes,Online
3025,Village,no,yes,no,yes,Offline
3026,Village,no,yes,no,no,Online
3027,Village,no,yes,yes,yes,Online
3028,Town,yes,yes,yes,yes,Online
3029,Town,yes,yes,yes,yes,Online
3030,Village,yes,yes,yes,yes,Online
3031,Village,no,yes,yes,no,Online
3032,Town,no,no,yes,yes,Offline
3033,Town,no,no,no,no,Offline
3034,Village,yes,yes,no,no,Offline
3035,Village,yes,yes,no,no,Online
3036,Village,no,yes,no,yes,Online
3037,Town,yes,yes,no,no,Online
3038,Village,yes,yes,no,yes,Offline
3039,Town,yes,yes,no,yes,Online
3040,Town,yes,no,no,yes,Online
3041,Town,no,yes,no,no,Offline
3042,Town,no,yes,yes,yes,Offline
3043,Town,no,no,yes,no,Offline
3044,Village,no,no,yes,yes,Online
3045,Village,yes,no,yes,no,Offline
3046,Village,no,yes,no,yes,Online
3047,Village,yes,no,no,yes,Offline
3048,Village,yes,yes,no,yes,Online
3049,Village,no,no,yes,yes,Online
3050,Village,yes,yes,no,yes,Online
3051,Village,no,yes,no,no,Online
3052,Town,yes,no,yes,yes,Offline
3053,Village,yes,no,yes,yes,Offline
3054,Town,yes,yes,no,yes,Offline
3055,Town,yes,no,no,no,Online
3056,Village,no,no,yes,yes,Offline
3057,Village,yes,no,yes,yes,Offline
3058,Village,yes,yes,yes,yes,Online
3059,Village,yes,yes,no,no,Offline
3060,Town,yes,no,yes,no,Online
3061,Town,no,no,no,no,Online
3062,Village,yes,no,yes,no,Online
3063,Town,no,yes,no,yes,Offline
3064,Town,no,no,no,yes,Online
3065,Town,yes,yes,yes,no,Online
3066,Village,no,yes,no,no,Online
3067,Town,yes,yes,no,yes,Offline
3068,Town,no,no,no,no,Online
3069,Town,yes,yes,no,no,Offline
3070,Village,no,no,no,yes,Offline
3071,Town,yes,no,no,no,Offline
3072,Town,no,no,no,yes,Offline
3073,Town,yes,yes,no,no,Online
3074,Village,yes,no,no,no,Offline
3075,Village,no,no,yes,no,Offline
3076,Village,yes,yes,no,no,Offline
3077,Village,yes,no,no,no,Online
3078,Village,yes,yes,yes,no,Offline
3079,Town,no,yes,no,yes,Offline
3080,Village,yes,no,no,yes,Online
3081,Village,no,no,yes,no,Online
3082,Town,yes,no,yes,no,Online
3083,Village,no,yes,yes,no,Offline
3084,Village,yes,yes,no,yes,Online
3085,Village,yes,yes,no,yes,Offline
3086,Village,yes,yes,yes,yes,Online
3087,Village,yes,yes,yes,no,Online
3088,Town,no,no,no,no,Offline
3089,Village,yes,yes,yes,no,Online
3090,Village,no,yes,yes,yes,Online
3091,Village,yes,no,yes,yes,Online
3092,Village,yes,yes,yes,yes,Offline
3093,Village,no,no,no,yes,Offline
3094,Village,yes,no,yes,no,Offline
3095,Town,no,yes,no,no,Online
3096,Village,no,yes,no,no,Offline
3097,Village,yes,no,no,no,Offline
3098,Village,no,no,no,yes,Online
3099,Town,yes,yes,no,no,Online
3100,Village,no,yes,yes,no,Offline
3101,Town,no,no,yes,yes,Online
3102,Town,no,yes,no,yes,Online
3103,Town,yes,no,no,no,Offline
3104,Village,yes,no,yes,no,Online
3105,Village,yes,yes,yes,no,Offline
3106,Town,no,no,yes,yes,Offline
3107,Town,no,yes,yes,no,Offline
3108,Town,no,no,yes,yes,Offline
3109,Town,yes,yes,yes,no,Offline
3110,Town,no,yes,no,no,Offline
3111,Town,yes,yes,yes,no,Online
3112,Town,no,no,yes,yes,Online
3113,Village,no,yes,no,no,Offline
3114,Village,yes,yes,no,yes,Offline
3115,Town,yes,yes,yes,yes,Offline
3116,Town,yes,no,yes,no,Offline
3117,Town,yes,yes,no,no,Offline
3118,Village,yes,no,no,yes,Offline
3119,Town,no,yes,yes,yes,Offline
3120,Town,yes,yes,no,yes,Offline
3121,Town,yes,no,yes,yes,Offline
3122,Town,yes,no,no,yes,Offline
3123,Town,yes,yes,no,yes,Online
3124,Village,no,yes,no,no,Offline
3125,Village,no,no,no,yes,Online
3126,Village,no,no,no,yes,Offline
3127,Village,no,yes,no,no,Offline
3128,Village,no,yes,yes,yes,Online
3129,Village,no,yes,no,no,Online
3130,Village,no,yes,no,no,Offline
3131,Town,no,no,yes,no,Online
3132,Village,no,no,no,no,Offline
3133,Town,yes,no,yes,yes,Online
3134,Village,no,no,yes,yes,Offline
3135,Village,yes,no,no,no,Offline
3136,Town,yes,yes,yes,no,Offline
3137,Town,no,yes,no,yes,Offline
3138,Village,yes,no,no,yes,Online
3139,Town,no,yes,yes,yes,Online
3140,Town,yes,yes,yes,no,Online
3141,Village,no,no,yes,yes,Online
3142,Village,no,yes,yes,no,Online
3143,Village,yes,yes,no,no,Online
3144,Village,yes,yes,yes,yes,Online
3145,Village,no,yes,no,yes,Online
3146,Town,no,yes,yes,yes,Online
3147,Town,yes,no,yes,yes,Offline
3148,Town,no,no,no,yes,Online
3149,Town,yes,no,no,no,Online
3150,Village,yes,no,no,no,Online
3151,Town,no,yes,no,no,Online
3152,Village,yes,no,no,no,Offline
3153,Village,yes,no,yes,no,Online
3154,Town,no,yes,yes,yes,Offline
3155,Town,yes,yes,yes,no,Offline
3156,Town,no,no,yes,yes,Online
3157,Village,yes,yes,yes,no,Offline
3158,Village,yes,yes,no,no,Offline
3159,Town,yes,no,no,yes,Online
3160,Town,yes,yes,no,no,Online
3161,Town,no,yes,yes,yes,Offline
3162,Town,yes,yes,yes,no,Online
3163,Town,no,no,yes,no,Online
3164,Town,yes,no,no,no,Offline
3165,Town,yes,no,yes,no,Offline
3166,Town,yes,yes,no,no,Offline
3167,Town,no,no,no,no,Offline
3168,Town,yes,yes,yes,yes,Online
3169,Village,no,no,yes,no,Offline
3170,Town,yes,no,no,yes,Offline
3171,Village,yes,yes,yes,no,Online
3172,Town,yes,no,no,no,Offline
3173,Town,yes,yes,no,yes,Online
3174,Village,no,no,no,no,Offline
3175,Village,yes,yes,yes,yes,Online
3176,Town,no,no,yes,yes,Offline
3177,Town,yes,yes,yes,yes,Online
3178,Village,yes,yes,no,no,Online
3179,Town,yes,yes,no,yes,Online
3180,Town,no,yes,yes,yes,Offline
3181,Town,no,no,no,no,Online
3182,Village,no,no,yes,no,Offline
3183,Village,yes,yes,yes,no,Offline
3184,Town,no,no,no,no,Online
3185,Town,yes,yes,no,yes,Online
3186,Town,no,yes,yes,yes,Online
3187,Town,no,yes,no,no,Online
3188,Village,yes,no,no,no,Offline
3189,Town,no,yes,yes,no,Offline
3190,Town,yes,no,no,no,Online
3191,Village,yes,no,no,yes,Offline
3192,Town,yes,yes,yes,yes,Online
3193,Town,yes,yes,yes,no,Online
3194,Town,yes,yes,no,yes,Online
3195,Town,yes,yes,no,no,Online
3196,Town,yes,yes,no,yes,Offline
3197,Village,no,no,no,yes,Offline
3198,Town,yes,yes,yes,yes,Online
3199,Town,no,no,yes,no,Online
3200,Town,no,yes,yes,yes,Offline
3201,Town,yes,no,yes,no,Online
3202,Village,yes,no,no,yes,Online
3203,Village,no,yes,no,no,Offline
3204,Village,yes,no,yes,no,Offline
3205,Town,no,no,yes,no,Offline
3206,Village,yes,yes,no,no,Online
3207,Village,no,yes,yes,no,Online
3208,Town,yes,no,no,yes,Online
3209,Village,yes,yes,yes,no,Offline
3210,Village,no,no,yes,yes,Offline
3211,Town,no,yes,yes,yes,Online
3212,Town,yes,yes,yes,no,Online
3213,Town,yes,no,no,no,Offline
3214,Town,yes,no,yes,yes,Offline
3215,Village,yes,yes,yes,yes,Online
3216,Town,no,yes,no,no,Online
3217,Village,yes,yes,no,no,Offline
3218,Town,no,no,no,yes,Offline
3219,Village,yes,yes,yes,no,Offline
3220,Village,no,yes,no,yes,Offline
3221,Town,no,yes,yes,yes,Offline
3222,Town,yes,no,yes,yes,Online
3223,Town,no,yes,no,no,Online
3224,Town,yes,yes,yes,yes,Online
3225,Town,yes,no,yes,yes,Offline
3226,Town,no,no,no,yes,Offline
3227,Town,yes,no,no,no,Offline
3228,Town,no,yes,no,no,Offline
3229,Village,yes,yes,no,no,Offline
3230,Town,no,no,yes,yes,Offline
3231,Village,yes,yes,yes,no,Online
3232,Town,yes,no,no,no,Online
3233,Village,no,yes,no,no,Online
3234,Village,yes,yes,no,yes,Online
3235,Village,yes,yes,yes,yes,Offline
3236,Town,no,yes,yes,yes,Offline
3237,Town,yes,yes,yes,yes,Online
3238,Village,yes,yes,yes,no,Online
3239,Town,no,no,yes,no,Online
3240,Town,no,yes,yes,yes,Online
3241,Town,no,yes,yes,no,Online
3242,Village,yes,no,yes,yes,Online
3243,Town,no,yes,no,no,Online
3244,Village,yes,no,no,yes,Offline
3245,Town,no,no,yes,no,Online
3246,Town,no,yes,no,yes,Online
3247,Village,no,yes,yes,no,Offline
3248,Village,yes,yes,yes,no,Offline
3249,Town,yes,yes,no,no,Offline
3250,Village,no,yes,no,yes,Online
3251,Village,no,no,no,yes,Online
3252,Village,yes,no,yes,no,Online
3253,Town,yes,yes,yes,no,Offline
3254,Village,no,yes,yes,yes,Online
3255,Village,yes,no,no,yes,Online
3256,Town,no,no,yes,no,Offline
3257,Town,yes,no,yes,no,Offline
3258,Village,no,no,yes,yes,Online
3259,Town,yes,no,no,yes,Offline
3260,Village,no,no,yes,yes,Online
3261,Village,no,no,no,no,Online
3262,Town,yes,no,no,no,Offline
3263,Town,no,no,no,yes,Offline
3264,Village,yes,no,yes,yes,Online
3265,Town,no,yes,yes,yes,Offline
3266,Town,yes,no,no,yes,Online
3267,Village,no,no,no,no,Offline
3268,Village,no,no,no,no,Online
3269,Village,yes,no,yes,no,Online
3270,Village,yes,yes,yes,no,Offline
3271,Village,no,yes,no,yes,Offline
3272,Village,yes,no,no,no,Online
3273,Village,yes,no,yes,yes,Offline
3274,Village,yes,no,yes,yes,Online
3275,Town,yes,no,yes,yes,Online
3276,Village,no,yes,no,yes,Offline
3277,Town,yes,no,no,no,Offline
3278,Village,no,no,yes,yes,Offline
3279,Town,no,no,no,yes,Online
3280,Town,no,no,yes,no,Offline
3281,Village,yes,yes,yes,yes,Online
3282,Town,no,yes,yes,yes,Online
3283,Village,yes,no,yes,no,Offline
3284,Village,no,no,yes,no,Online
3285,Town,yes,yes,yes,yes,Online
3286,Village,no,yes,no,yes,Offline
3287,Town,no,yes,no,yes,Online
3288,Village,yes,yes,yes,yes,Offline
3289,Village,yes,yes,no,no,Online
3290,Village,yes,no,yes,yes,Offline
3291,Village,no,no,no,yes,Offline
3292,Town,yes,no,yes,no,Offline
3293,Town,no,yes,yes,no,Online
3294,Town,yes,no,yes,no,Offline
3295,Village,yes,no,no,no,Online
3296,Town,no,yes,yes,yes,Offline
3297,Village,no,no,yes,yes,Offline
3298,Village,no,no,no,yes,Offline
3299,Village,yes,yes,yes,yes,Online
3300,Village,no,no,no,yes,Online
3301,Town,no,yes,yes,yes,Offline
3302,Village,no,no,no,yes,Offline
3303,Village,yes,no,yes,yes,Online
3304,Town,yes,yes,no,yes,Online
3305,Town,yes,yes,yes,yes,Offline
3306,Village,yes,yes,yes,no,Offline
3307,Town,no,yes,yes,yes,Offline
3308,Village,no,no,no,no,Offline
3309,Town,no,yes,no,yes,Offline
3310,Village,no,yes,yes,no,Online
3311,Town,yes,no,no,no,Offline
3312,Town,yes,yes,yes,yes,Online
3313,Village,yes,no,yes,yes,Offline
3314,Village,yes,yes,no,yes,Online
3315,Village,yes,no,yes,yes,Offline
3316,Town,no,yes,no,no,Offline
3317,Town,no,no,yes,yes,Online
3318,Village,yes,yes,no,no,Offline
3319,Village,no,no,no,yes,Offline
3320,Village,no,no,no,no,Online
3321,Village,no,no,yes,yes,Offline
3322,Town,yes,yes,yes,yes,Online
3323,Village,no,no,yes,no,Offline
3324,Village,yes,no,yes,yes,Online
3325,Village,yes,no,no,no,Offline
3326,Village,no,no,yes,yes,Offline
3327,Village,yes,no,no,yes,Online
3328,Town,yes,no,no,yes,Online
3329,Town,yes,no,no,no,Online
3330,Town,yes,no,yes,yes,Offline
3331,Town,no,yes,yes,yes,Online
3332,Village,no,no,yes,yes,Online
3333,Town,yes,no,yes,yes,Offline
3334,Town,no,yes,yes,yes,Offline
3335,Town,no,no,yes,no,Online
3336,Village,yes,no,yes,no,Online
3337,Village,no,no,yes,no,Offline
3338,Town,no,yes,no,no,Offline
3339,Town,yes,no,no,yes,Offline
3340,Village,no,yes,no,no,Online
3341,Village,no,yes,no,no,Online
3342,Village,no,yes,no,yes,Offline
3343,Village,no,yes,no,yes,Online
3344,Village,yes,no,yes,no,Offline
3345,Town,no,no,yes,yes,Offline
3346,Village,no,yes,yes,yes,Online
3347,Village,yes,yes,no,no,Online
3348,Town,yes,no,no,no,Offline
3349,Town,no,no,yes,yes,Online
3350,Village,no,no,no,yes,Offline
3351,Town,no,no,yes,yes,Offline
3352,Town,yes,yes,yes,yes,Online
3353,Town,yes,yes,yes,no,Online
3354,Village,no,yes,no,yes,Online
3355,Village,yes,yes,yes,yes,Online
3356,Village,yes,yes,yes,yes,Offline
3357,Village,yes,yes,yes,no,Offline
3358,Town,yes,yes,no,yes,Offline
3359,Village,yes,yes,yes,no,Online
3360,Village,no,no,yes,no,Offline
3361,Village,no,yes,no,no,Online
3362,Town,yes,no,no,no,Online
3363,Village,yes,no,yes,no,Online
3364,Town,yes,yes,yes,yes,Online
3365,Village,no,yes,yes,no,Online
3366,Village,no,no,yes,yes,Online
3367,Village,no,no,yes,no,Offline
3368,Village,no,yes,no,yes,Online
3369,Town,yes,no,no,no,Offline
3370,Village,yes,yes,yes,no,Offline
3371,Town,no,yes,no,no,Offline
3372,Town,yes,yes,yes,yes,Offline
3373,Village,no,yes,no,no,Online
3374,Village,yes,no,yes,yes,Online
3375,Village,no,yes,no,no,Offline
3376,Village,yes,no,no,no,Online
3377,Town,no,yes,yes,yes,Offline
3378,Village,no,no,yes,no,Online
3379,Town,yes,yes,yes,yes,Online
3380,Town,yes,no,yes,yes,Offline
3381,Town,no,no,no,no,Offline
3382,Town,no,yes,yes,no,Offline
3383,Town,no,no,no,no,Offline
3384,Village,yes,no,yes,yes,Offline
3385,Town,yes,yes,yes,no,Offline
3386,Town,yes,no,yes,yes,Offline
3387,Village,yes,yes,yes,no,Online
3388,Village,no,yes,no,no,Offline
3389,Village,no,no,yes,yes,Offline
3390,Village,no,yes,yes,yes,Offline
3391,Town,yes,yes,yes,no,Offline
3392,Town,yes,no,no,yes,Offline
3393,Town,yes,no,yes,no,Offline
3394,Village,yes,no,yes,no,Offline
3395,Town,yes,yes,no,no,Offline
3396,Town,no,no,no,yes,Offline
3397,Village,no,no,yes,yes,Offline
3398,Town,yes,no,yes,no,Online
3399,Town,yes,no,yes,yes,Online
3400,Town,no,no,yes,yes,Offline
3401,Village,yes,yes,yes,yes,Offline
3402,Town,no,yes,no,no,Offline
3403,Village,no,yes,no,no,Offline
3404,Village,yes,yes,yes,yes,Online
3405,Town,yes,no,yes,yes,Online
3406,Town,yes,no,no,no,Offline
3407,Village,yes,yes,yes,no,Online
3408,Village,yes,yes,no,no,Online
3409,Village,yes,no,yes,no,Online
3410,Town,yes,yes,no,no,Online
3411,Village,yes,yes,yes,no,Online
3412,Town,no,no,yes,no,Online
3413,Village,yes,no,yes,yes,Online
3414,Village,yes,yes,no,yes,Offline
3415,Village,yes,yes,yes,no,Offline
3416,Village,no,yes,yes,yes,Offline
3417,Village,no,yes,no,no,Offline
3418,Town,yes,no,yes,yes,Online
3419,Village,no,no,yes,no,Online
3420,Town,no,no,no,yes,Online
3421,Town,yes,no,no,no,Online
3422,Village,no,yes,yes,yes,Online
3423,Town,yes,no,yes,yes,Online
3424,Town,yes,no,no,yes,Online
3425,Town,no,yes,yes,no,Offline
3426,Town,yes,no,yes,no,Offline
3427,Village,yes,yes,no,no,Online
3428,Village,no,no,yes,yes,Online
3429,Village,no,no,no,no,Offline
3430,Village,no,no,yes,yes,Online
3431,Village,no,no,yes,yes,Offline
3432,Town,yes,yes,no,yes,Online
3433,Town,yes,no,yes,no,Offline
3434,Town,yes,yes,yes,no,Offline
3435,Village,no,no,no,yes,Online
3436,Town,no,yes,no,yes,Offline
3437,Village,no,yes,no,no,Offline
3438,Village,yes,no,no,yes,Offline
3439,Town,no,no,yes,yes,Online
3440,Town,yes,no,yes,yes,Online
3441,Town,no,yes,no,no,Online
3442,Town,yes,no,yes,no,Offline
3443,Town,yes,yes,no,yes,Online
3444,Town,no,yes,no,no,Offline
3445,Village,no,no,no,no,Offline
3446,Town,no,no,yes,yes,Online
3447,Village,no,no,yes,no,Online
3448,Village,no,no,no,yes,Offline
3449,Village,yes,yes,no,no,Online
3450,Town,yes,yes,yes,no,Offline
3451,Town,no,no,no,no,Online
3452,Town,yes,no,yes,yes,Offline
3453,Village,yes,yes,no,yes,Offline
3454,Village,no,no,no,no,Online
3455,Town,yes,yes,no,no,Online
3456,Town,yes,no,yes,yes,Online
3457,Village,no,no,yes,yes,Online
3458,Village,no,no,yes,no,Online
3459,Town,no,no,yes,yes,Online
3460,Village,yes,yes,yes,yes,Offline
3461,Town,no,no,yes,yes,Online
3462,Town,yes,no,no,no,Online
3463,Village,yes,yes,yes,yes,Offline
3464,Town,yes,no,yes,yes,Offline
3465,Village,yes,yes,yes,no,Offline
3466,Town,yes,no,yes,no,Offline
3467,Village,no,no,no,yes,Online
3468,Town,no,yes,no,yes,Online
3469,Town,no,yes,no,no,Offline
3470,Village,yes,yes,no,yes,Offline
3471,Village,no,no,yes,yes,Offline
3472,Village,no,yes,no,no,Offline
3473,Village,no,no,no,no,Offline
3474,Village,yes,no,no,yes,Online
3475,Village,yes,no,yes,no,Offline
3476,Town,no,no,yes,no,Online
3477,Town,no,no,yes,yes,Online
3478,Village,no,yes,no,yes,Online
3479,Town,no,no,yes,yes,Offline
3480,Village,yes,yes,yes,yes,Online
3481,Village,no,no,yes,no,Online
3482,Village,yes,no,no,yes,Online
3483,Town,yes,no,no,no,Online
3484,Village,yes,no,no,no,Offline
3485,Town,yes,yes,no,no,Online
3486,Village,yes,yes,no,yes,Online
3487,Village,no,no,yes,no,Online
3488,Town,yes,yes,no,yes,Online
3489,Town,yes,no,yes,yes,Online
3490,Town,no,no,yes,no,Offline
3491,Village,yes,yes,no,yes,Online
3492,Town,yes,no,no,no,Offline
3493,Village,yes,no,yes,yes,Offline
3494,Town,no,no,yes,no,Online
3495,Village,yes,no,no,no,Online
3496,Village,no,no,yes,no,Offline
3497,Village,yes,yes,yes,no,Offline
3498,Village,no,yes,no,no,Offline
3499,Town,no,yes,no,yes,Online
3500,Town,yes,yes,yes,no,Online
3501,Town,yes,no,no,no,Offline
3502,Town,no,no,yes,yes,Online
3503,Village,yes,no,yes,yes,Offline
3504,Village,no,no,yes,no,Offline
3505,Village,yes,no,no,yes,Online
3506,Village,no,yes,yes,no,Offline
3507,Town,yes,no,no,no,Online
3508,Town,yes,yes,yes,no,Offline
3509,Village,yes,yes,yes,yes,Online
3510,Village,yes,no,yes,no,Offline
3511,Village,no,no,yes,yes,Online
3512,Village,no,no,yes,no,Offline
3513,Town,no,no,no,yes,Offline
3514,Village,no,no,no,yes,Online
3515,Village,yes,no,no,yes,Offline
3516,Village,no,no,yes,yes,Online
3517,Town,yes,no,no,no,Online
3518,Village,no,yes,no,no,Offline
3519,Town,no,yes,no,yes,Online
3520,Town,yes,no,no,yes,Offline
3521,Town,no,yes,no,no,Online
3522,Town,no,yes,no,yes,Offline
3523,Village,yes,yes,yes,yes,Online
3524,Town,yes,no,no,no,Online
3525,Village,yes,no,no,yes,Online
3526,Town,yes,no,yes,yes,Online
3527,Town,yes,no,yes,yes,Offline
3528,Village,no,yes,yes,no,Offline
3529,Town,yes,no,yes,no,Offline
3530,Village,no,no,yes,yes,Online
3531,Town,no,no,yes,no,Online
3532,Town,no,yes,yes,no,Online
3533,Town,yes,no,yes,yes,Offline
3534,Town,yes,no,no,no,Online
3535,Village,no,yes,yes,yes,Offline
3536,Village,yes,yes,yes,no,Offline
3537,Town,yes,no,no,no,Offline
3538,Town,no,no,no,yes,Online
3539,Town,yes,no,yes,no,Offline
3540,Village,no,yes,yes,yes,Online
3541,Village,no,no,no,yes,Offline
3542,Village,yes,yes,yes,yes,Online
3543,Town,yes,no,no,no,Offline
3544,Village,no,no,no,no,Offline
3545,Town,yes,yes,no,no,Offline
3546,Village,no,no,yes,no,Offline
3547,Village,yes,no,yes,no,Offline
3548,Town,no,yes,yes,yes,Online
3549,Village,no,no,yes,yes,Offline
3550,Village,yes,yes,no,no,Offline
3551,Town,yes,yes,yes,no,Online
3552,Village,no,no,yes,no,Online
3553,Town,no,no,yes,yes,Offline
3554,Town,no,yes,yes,no,Online
3555,Town,no,yes,yes,yes,Offline
3556,Town,no,no,yes,no,Offline
3557,Town,no,no,yes,no,Offline
3558,Town,no,yes,yes,no,Online
3559,Village,no,yes,no,yes,Offline
3560,Town,yes,no,yes,yes,Online
3561,Village,yes,yes,yes,no,Offline
3562,Village,yes,no,yes,yes,Online
3563,Village,yes,no,no,no,Offline
3564,Village,no,no,no,no,Offline
3565,Village,yes,yes,no,yes,Online
3566,Village,no,yes,no,yes,Online
3567,Village,no,no,yes,yes,Online
3568,Village,yes,no,yes,no,Online
3569,Town,yes,no,yes,no,Online
3570,Town,yes,no,yes,yes,Offline
3571,Town,yes,yes,no,yes,Online
3572,Town,yes,no,no,yes,Online
3573,Town,yes,yes,no,no,Offline
3574,Town,yes,yes,yes,no,Offline
3575,Town,yes,no,no,no,Online
3576,Town,no,yes,no,yes,Online
3577,Town,no,no,yes,no,Offline
3578,Town,no,yes,yes,no,Online
3579,Village,no,no,no,yes,Online
3580,Village,yes,no,no,no,Offline
3581,Village,no,yes,no,yes,Offline
3582,Town,yes,yes,no,yes,Online
3583,Town,yes,yes,no,no,Offline
3584,Town,no,yes,yes,yes,Offline
3585,Town,no,yes,yes,no,Online
3586,Village,no,no,no,yes,Online
3587,Town,no,no,yes,yes,Offline
3588,Town,yes,no,no,no,Online
3589,Village,no,no,no,yes,Offline
3590,Town,yes,yes,no,no,Online
3591,Village,no,no,no,no,Offline
3592,Town,yes,yes,yes,no,Offline
3593,Village,no,no,no,no,Online
3594,Village,yes,no,yes,no,Online
3595,Town,no,yes,no,yes,Offline
3596,Village,no,no,no,yes,Online
3597,Village,no,yes,no,yes,Offline
3598,Town,yes,no,yes,yes,Offline
3599,Town,no,yes,no,no,Offline
3600,Town,no,no,yes,no,Offline
3601,Town,yes,yes,no,yes,Online
3602,Town,yes,no,no,yes,Online
3603,Town,yes,no,no,yes,Offline
3604,Village,no,no,no,no,Online
3605,Town,no,no,no,no,Online
3606,Village,yes,yes,no,yes,Offline
3607,Village,yes,yes,no,yes,Online
3608,Village,no,yes,yes,yes,Online
3609,Village,no,no,yes,yes,Offline
3610,Town,yes,yes,yes,yes,Online
3611,Village,no,no,yes,no,Online
3612,Village,no,no,yes,yes,Offline
3613,Town,no,no,no,yes,Offline
3614,Village,yes,yes,yes,no,Online
3615,Village,no,no,yes,no,Online
3616,Village,yes,no,no,yes,Offline
3617,Town,yes,no,yes,no,Online
3618,Village,no,no,yes,no,Online
3619,Village,yes,yes,yes,yes,Offline
3620,Town,yes,yes,no,yes,Online
3621,Town,no,yes,yes,no,Offline
